fold,feature_family,target,protocol,held_out_group,n,mae,rmse,nrmse_range,r2,median_ape_pct
1,combined_raw_esn_thermal,eff,held_out_temperature,30C,84,8345.217377034227,13856.203864734303,0.37289856009875755,-0.5283280549614457,89.3921582804211
2,combined_raw_esn_thermal,eff,held_out_temperature,40C,84,5247.584356163715,8998.024066560802,0.24215508453179285,0.3555008375424814,61.79395995725383
3,combined_raw_esn_thermal,eff,held_out_temperature,50C,84,5004.0117061492865,8687.581696808265,0.2338004504772955,0.39920562234832446,60.51952338885571
4,combined_raw_esn_thermal,eff,held_out_temperature,60C,84,7242.944621021698,10253.354308785143,0.2759385684025289,0.16312617192465562,199.80064866902285
